work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
Under the Skin (2013 film),2013,Glasgow,Category:Films shot in Glasgow,,,https://en.wikipedia.org/wiki/Under_the_Skin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Under the Skin (2013 film),2013,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Under_the_Skin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Undercover Girl (1958 film),1958,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Undercover_Girl_%281958_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Underground (1928 film),1928,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Underground_%281928_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Underneath the Arches (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Underneath_the_Arches_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Uneasy Terms,,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Uneasy_Terms,,,English Wikipedia category membership,CC BY-SA 4.0
Uneasy Virtue,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Uneasy_Virtue,,,English Wikipedia category membership,CC BY-SA 4.0
Unforgivable (2025 film),2025,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/Unforgivable_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Unforgivable (2025 film),2025,Liverpool,Category:Television shows shot in Liverpool,,,https://en.wikipedia.org/wiki/Unforgivable_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Unidentified Flying Oddball,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Unidentified_Flying_Oddball,,,English Wikipedia category membership,CC BY-SA 4.0
United (2011 film),2011,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/United_%282011_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
United 93 (film),,Essex,Category:Films shot in Essex,,,https://en.wikipedia.org/wiki/United_93_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
United 93 (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/United_93_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Unmasked Part 25,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Unmasked_Part_25,,,English Wikipedia category membership,CC BY-SA 4.0
Unspun with Matt Forde,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Unspun_with_Matt_Forde,,,English Wikipedia category membership,CC BY-SA 4.0
Until We Meet Again (1952 film),1952,Berkshire,Category:Films shot in Berkshire,,,https://en.wikipedia.org/wiki/Until_We_Meet_Again_%281952_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Untitled Charlie Brooker series,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Untitled_Charlie_Brooker_series,,,English Wikipedia category membership,CC BY-SA 4.0
Up Against It (2026 film),2026,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Up_Against_It_%282026_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up Pompeii (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Up_Pompeii_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up Pompeii (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Up_Pompeii_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up for the Cup (1931 film),1931,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Up_for_the_Cup_%281931_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up for the Derby,,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Up_for_the_Derby,,,English Wikipedia category membership,CC BY-SA 4.0
Up in the World,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Up_in_the_World,,,English Wikipedia category membership,CC BY-SA 4.0
Up on the Roof (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Up_on_the_Roof_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up the Chastity Belt,,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Up_the_Chastity_Belt,,,English Wikipedia category membership,CC BY-SA 4.0
Up the Creek (1958 film),1958,Essex,Category:Films shot in Essex,,,https://en.wikipedia.org/wiki/Up_the_Creek_%281958_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up the Creek (1958 film),1958,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/Up_the_Creek_%281958_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up the Front,,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Up_the_Front,,,English Wikipedia category membership,CC BY-SA 4.0
Up the Junction (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Up_the_Junction_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up to His Neck,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Up_to_His_Neck,,,English Wikipedia category membership,CC BY-SA 4.0
Up to No Good (TV series),,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Up_to_No_Good_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Up to the Neck,,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Up_to_the_Neck,,,English Wikipedia category membership,CC BY-SA 4.0
Upgraded (film),,the United Kingdom,Category:Films shot in the United Kingdom,,,https://en.wikipedia.org/wiki/Upgraded_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Upstairs and Downstairs,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Upstairs_and_Downstairs,,,English Wikipedia category membership,CC BY-SA 4.0
Urchin (2025 film),2025,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Urchin_%282025_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Utopia (British TV series),,Liverpool,Category:Television shows shot in Liverpool,,,https://en.wikipedia.org/wiki/Utopia_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Utopia (British TV series),,Yorkshire,Category:Television shows shot in Yorkshire,,,https://en.wikipedia.org/wiki/Utopia_%28British_TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Uwantme2killhim?,,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Uwantme2killhim%3F,,,English Wikipedia category membership,CC BY-SA 4.0
V for Vendetta (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/V_for_Vendetta_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
V for Vendetta (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/V_for_Vendetta_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
V for Visa,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/V_for_Visa,,,English Wikipedia category membership,CC BY-SA 4.0
Valentino (1977 film),1977,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Valentino_%281977_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Valhalla Rising (film),,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Valhalla_Rising_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Valladesam,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Valladesam,,,English Wikipedia category membership,CC BY-SA 4.0
Valley of Eagles,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Valley_of_Eagles,,,English Wikipedia category membership,CC BY-SA 4.0
Valley of Song,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Valley_of_Song,,,English Wikipedia category membership,CC BY-SA 4.0
Value for Money,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Value_for_Money,,,English Wikipedia category membership,CC BY-SA 4.0
Vampira (1974 film),1974,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Vampira_%281974_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vampire Academy (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Vampire_Academy_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vampire Academy (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Vampire_Academy_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vampire Academy (film),,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Vampire_Academy_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vampire Circus,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Vampire_Circus,,,English Wikipedia category membership,CC BY-SA 4.0
Vampyres (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Vampyres_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Van der Valk,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Van_der_Valk,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity (1935 film),1935,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Vanity_%281935_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,Gloucestershire,Category:Films shot in Gloucestershire,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,Somerset,Category:Films shot in Somerset,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Vanity Fair (2004 film),2004,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Vanity_Fair_%282004_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Variety (1935 film),1935,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Variety_%281935_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Variety Hour,,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/Variety_Hour,,,English Wikipedia category membership,CC BY-SA 4.0
Variety Jubilee,,Riverside Studios,Category:Films shot at Riverside Studios,,,https://en.wikipedia.org/wiki/Variety_Jubilee,,,English Wikipedia category membership,CC BY-SA 4.0
Variety Parade,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Variety_Parade,,,English Wikipedia category membership,CC BY-SA 4.0
Veer (2010 film),2010,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Veer_%282010_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Velvet Goldmine,,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Velvet_Goldmine,,,English Wikipedia category membership,CC BY-SA 4.0
Venetian Bird,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Venetian_Bird,,,English Wikipedia category membership,CC BY-SA 4.0
Venice at Dawn,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Venice_at_Dawn,,,English Wikipedia category membership,CC BY-SA 4.0
Venom (1971 film),1971,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Venom_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Venom (1981 film),1981,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Venom_%281981_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Venom (1981 film),1981,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Venom_%281981_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: Let There Be Carnage,,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/Venom%3A_Let_There_Be_Carnage,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: Let There Be Carnage,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Venom%3A_Let_There_Be_Carnage,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: Let There Be Carnage,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Venom%3A_Let_There_Be_Carnage,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: Let There Be Carnage,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Venom%3A_Let_There_Be_Carnage,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: The Last Dance,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Venom%3A_The_Last_Dance,,,English Wikipedia category membership,CC BY-SA 4.0
Venom: The Last Dance,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Venom%3A_The_Last_Dance,,,English Wikipedia category membership,CC BY-SA 4.0
Venus (2006 film),2006,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Venus_%282006_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Venus Peter,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Venus_Peter,,,English Wikipedia category membership,CC BY-SA 4.0
Verdict of the Sea,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Verdict_of_the_Sea,,,English Wikipedia category membership,CC BY-SA 4.0
Very Annie Mary,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Very_Annie_Mary,,,English Wikipedia category membership,CC BY-SA 4.0
Vessel of Wrath,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Vessel_of_Wrath,,,English Wikipedia category membership,CC BY-SA 4.0
Victim (1961 film),1961,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Victim_%281961_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Victim (2011 film),2011,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Victim_%282011_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Victor Frankenstein (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Victor_Frankenstein_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Victor Frankenstein (film),,Longcross Studios,Category:Films shot at Longcross Studios,,,https://en.wikipedia.org/wiki/Victor_Frankenstein_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Victor Frankenstein (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Victor_Frankenstein_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Victor/Victoria,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Victor/Victoria,,,English Wikipedia category membership,CC BY-SA 4.0
